sensor_index,timestamp,angle,pressure,temperature
0,10.55628228187561,0,-25.933333333333334,22.455
0,11.168776035308838,0,-8.833333333333334,22.5
0,11.787747144699097,0,-12.966666666666667,22.5
0,12.40076994895935,0,-49.46666666666667,22.52
0,13.018011808395386,0,-43.55,22.495
0,13.634291172027588,0,-13.166666666666666,22.5
0,14.270277976989746,0,-33.06666666666667,22.48
0,14.882251501083374,0,-34.083333333333336,22.49
0,15.500211954116821,0,-20.05,22.52
0,16.112250089645386,0,-15.75,22.5
0,16.73034119606018,0,-21.55,22.485
0,17.342339515686035,0,-28.0,22.535
0,17.961484670639038,0,-37.3,22.52
0,18.573469638824463,0,-40.75,22.51
0,19.19178795814514,0,-16.9,22.47
0,19.812711477279663,0,-28.383333333333333,22.52
0,20.445653200149536,0,-33.15,22.505
0,21.057343244552612,0,-67.3,22.49
0,21.67469811439514,0,-38.5,22.52
0,22.286299467086792,0,-22.816666666666666,22.515
0,22.89806818962097,0,-13.716666666666667,22.505
0,23.515685558319092,0,-16.833333333333332,22.495
0,24.12722158432007,0,-37.166666666666664,22.505
0,24.74629044532776,0,-21.216666666666665,22.56
0,25.359458446502686,0,-30.966666666666665,22.525
0,25.998759508132935,0,-17.3,22.53
0,26.6128351688385,0,-22.883333333333333,22.56
0,27.22391653060913,0,-22.416666666666668,22.52
0,27.844678163528442,0,-6.7,22.52
0,28.458341360092163,0,-22.933333333333334,22.535
0,29.0795419216156,0,-16.216666666666665,22.54
0,29.69178819656372,0,-13.383333333333333,22.485
0,30.30406355857849,0,-7.35,22.555
0,30.924017429351807,0,-45.95,22.54
0,31.54739785194397,0,-22.983333333333334,22.53
0,32.1848623752594,0,-6.683333333333334,22.5
0,32.79684901237488,0,-9.65,22.52
0,33.41773772239685,0,-34.5,22.54
0,34.02933979034424,0,0.16666666666666666,22.51
0,34.64871287345886,0,-18.483333333333334,22.52
0,35.26020622253418,0,-15.083333333333334,22.5
0,35.88053059577942,0,-30.033333333333335,22.55
0,36.4932324886322,0,-37.8,22.55
0,37.10573863983154,0,-19.633333333333333,22.55
0,37.742058992385864,0,5.783333333333333,22.5
0,38.35408043861389,0,-35.2,22.49
0,38.97355079650879,0,-15.3,22.52
0,39.58472394943237,0,-36.3,22.56
0,40.19604277610779,0,9.0,22.525
0,40.817471504211426,0,-62.7,22.52
0,41.42949962615967,0,-40.31666666666667,22.545
0,42.05033087730408,0,-11.2,22.535
0,42.66175985336304,0,-39.666666666666664,22.55
0,43.30344104766846,0,-30.116666666666667,22.525
0,43.91601920127869,0,-14.133333333333333,22.525
0,44.52734661102295,0,-34.9,22.53
0,45.14789056777954,0,-5.283333333333333,22.54
0,45.75950574874878,0,3.6,22.525
0,46.380985736846924,0,-17.666666666666668,22.54
0,46.99265265464783,0,-27.616666666666667,22.54
0,47.60398244857788,0,-46.13333333333333,22.545
0,48.22607398033142,0,-18.8,22.51
0,48.85282373428345,0,-16.016666666666666,22.5
0,49.49626350402832,0,-65.73333333333333,22.555
0,50.108943700790405,0,-41.75,22.545
0,50.730767011642456,0,-35.13333333333333,22.52
0,51.342047691345215,0,-28.583333333333332,22.535
0,51.96376919746399,0,-25.883333333333333,22.5
0,52.57531189918518,0,-4.783333333333333,22.55
0,53.197821378707886,0,-11.833333333333334,22.57
0,53.8092725276947,0,-39.516666666666666,22.515
0,54.43148970603943,0,-32.15,22.52
0,55.055872201919556,0,5.383333333333334,22.5
0,55.70613980293274,0,-34.21666666666667,22.535
0,56.31777906417847,0,-37.4,22.52
0,56.9400269985199,0,-14.466666666666667,22.535
0,57.55134701728821,0,-8.45,22.52
0,58.17443490028381,0,-22.45,22.53
0,58.785544633865356,0,-34.516666666666666,22.52
0,59.397003412246704,0,-37.46666666666667,22.54
0,60.020954608917236,0,-13.816666666666666,22.525
0,60.63252115249634,0,-37.733333333333334,22.5
0,61.27752470970154,0,-1.5833333333333333,22.525
0,61.88929486274719,0,-19.316666666666666,22.54
0,62.513123512268066,0,-42.3,22.545
0,63.12486267089844,0,-14.25,22.5
0,63.74931478500366,0,-42.333333333333336,22.515
0,64.3612277507782,0,-30.966666666666665,22.565
0,64.98498463630676,0,-0.21666666666666667,22.52
0,65.59606218338013,0,-44.1,22.505
0,66.20708894729614,0,-19.1,22.57
0,66.85682916641235,0,-6.966666666666667,22.54
0,67.46850085258484,0,-18.166666666666668,22.535
0,68.09331130981445,0,4.483333333333333,22.515
0,68.70470643043518,0,-55.6,22.54
0,69.3155677318573,0,-1.85,22.52
0,69.94021368026733,0,-23.6,22.555
0,70.55167961120605,0,-26.95,22.54
0,71.17742252349854,0,-5.433333333333334,22.53
0,71.78890633583069,0,-8.5,22.515
0,72.4119336605072,0,-28.616666666666667,22.5
0,73.065185546875,0,-43.516666666666666,22.54
0,73.67730832099915,0,-50.03333333333333,22.575
0,74.30398654937744,0,-17.683333333333334,22.54
0,74.91701650619507,0,-25.266666666666666,22.54
0,75.52827334403992,0,4.383333333333334,22.52
0,76.15293407440186,0,-42.81666666666667,22.53
0,76.7643141746521,0,-47.8,22.56
0,77.38981509208679,0,-42.11666666666667,22.505
0,78.00208711624146,0,-17.4,22.53
0,78.62681722640991,0,-26.65,22.535
0,79.27882742881775,0,-21.783333333333335,22.505
0,79.8903865814209,0,-9.616666666666667,22.54
0,80.51540875434875,0,-8.233333333333333,22.52
0,81.12667679786682,0,-20.583333333333332,22.515
0,81.75152111053467,0,-46.916666666666664,22.54
0,82.36295652389526,0,-17.666666666666668,22.525
0,82.9884831905365,0,-22.483333333333334,22.51
0,83.59986543655396,0,-57.516666666666666,22.535
0,84.2111976146698,0,-34.85,22.52
0,84.86157774925232,0,-53.4,22.52
0,85.47296166419983,0,-25.9,22.535
0,86.09813165664673,0,-43.1,22.51
0,86.70951390266418,0,-44.75,22.525
0,87.32051396369934,0,-48.233333333333334,22.53
0,87.94650912284851,0,-26.266666666666666,22.55
0,88.55789542198181,0,-19.816666666666666,22.515
0,89.18298149108887,0,22.75,22.52
0,89.79489612579346,0,-11.55,22.495
0,90.4194586277008,0,1.6333333333333333,22.52
0,91.07169675827026,0,-2.9,22.545
0,91.6831624507904,0,-9.95,22.53
0,92.30825781822205,0,-7.7,22.51
0,92.9196982383728,0,-18.816666666666666,22.55
0,93.53082227706909,0,-48.266666666666666,22.56
0,94.15657019615173,0,-13.466666666666667,22.52
0,94.7683494091034,0,-36.31666666666667,22.555
0,95.39556407928467,0,-33.78333333333333,22.535
0,96.00680184364319,0,-32.68333333333333,22.525
0,96.62908554077148,0,-15.483333333333333,22.525
0,97.28057026863098,0,-8.783333333333333,22.525
0,97.89262413978577,0,-13.483333333333333,22.52
0,98.51838946342468,0,-8.55,22.54
0,99.12936925888062,0,-24.483333333333334,22.55
0,99.75461745262146,0,1.8166666666666667,22.54
0,100.36633634567261,0,-6.583333333333333,22.52
0,100.99154496192932,0,-0.6,22.535
0,101.60323071479797,0,-6.133333333333334,22.525
0,102.21452212333679,0,-0.3,22.535
0,102.8673005104065,0,-1.0833333333333333,22.525
0,103.47938275337219,0,-1.2333333333333334,22.515
0,104.10414242744446,0,-0.25,22.5
0,104.71543788909912,0,-1.1,22.535
0,105.32645106315613,0,-0.2833333333333333,22.58
0,105.95252680778503,0,-0.4,22.545
0,106.5634937286377,0,-0.3,22.525
0,107.18806052207947,0,-0.43333333333333335,22.5
0,107.79908800125122,0,-0.4,22.54
0,108.42241644859314,0,-0.43333333333333335,22.52
0,109.07325768470764,0,-0.38333333333333336,22.54
0,109.68498063087463,0,-0.18333333333333332,22.515
0,110.3109118938446,0,-0.5166666666666667,22.53
0,110.92300081253052,0,-0.8666666666666667,22.525
0,111.54847979545593,0,-0.016666666666666666,22.52
0,112.16032934188843,0,-0.35,22.52
0,112.78570032119751,0,-0.35,22.515
0,113.39842295646667,0,-0.23333333333333334,22.505
0,114.0104284286499,0,-0.5,22.515
0,114.66014409065247,0,-0.2833333333333333,22.545
0,115.27744936943054,0,-0.25,22.545
0,115.90143275260925,0,-0.3333333333333333,22.525
0,116.51327323913574,0,-0.4166666666666667,22.55
0,117.12484645843506,0,-0.31666666666666665,22.495
0,117.74857115745544,0,-0.18333333333333332,22.515
0,118.36056518554688,0,-0.23333333333333334,22.485
1,10.658468961715698,0,-48.9,22.36
1,11.270575761795044,0,-27.883333333333333,22.375
1,11.890956401824951,0,-56.983333333333334,22.405
1,12.502686023712158,0,-64.55,22.41
1,13.120021104812622,0,-52.416666666666664,22.415
1,13.738163948059082,0,-45.35,22.415
1,14.372596025466919,0,-28.0,22.43
1,14.984174728393555,0,-53.2,22.42
1,15.6023530960083,0,-47.93333333333333,22.445
1,16.214088678359985,0,-29.283333333333335,22.445
1,16.83245348930359,0,-30.65,22.44
1,17.44409465789795,0,-62.78333333333333,22.465
1,18.06362509727478,0,-64.0,22.455
1,18.675391674041748,0,-43.63333333333333,22.405
1,19.293828010559082,0,-59.666666666666664,22.455
1,19.9167001247406,0,-45.38333333333333,22.44
1,20.547743320465088,0,-45.483333333333334,22.43
1,21.159212827682495,0,-65.65,22.43
1,21.776745557785034,0,-24.45,22.425
1,22.38813543319702,0,-31.85,22.46
1,22.999833822250366,0,-48.483333333333334,22.46
1,23.617679357528687,0,-55.016666666666666,22.475
1,24.229077577590942,0,-76.13333333333334,22.445
1,24.848280906677246,0,-78.3,22.445
1,25.46324396133423,0,-47.55,22.445
1,26.10299801826477,0,-68.65,22.46
1,26.71469497680664,0,-28.016666666666666,22.445
1,27.325727224349976,0,-50.5,22.47
1,27.94703483581543,0,-38.53333333333333,22.475
1,28.56046962738037,0,-38.5,22.43
1,29.181735277175903,0,-63.56666666666667,22.445
1,29.793754816055298,0,-59.13333333333333,22.435
1,30.405977725982666,0,-39.05,22.415
1,31.027748584747314,0,-62.5,22.48
1,31.65127420425415,0,-42.31666666666667,22.45
1,32.28726768493652,0,-56.516666666666666,22.455
1,32.89875912666321,0,-55.53333333333333,22.455
1,33.51977896690369,0,-44.15,22.445
1,34.131224632263184,0,-62.63333333333333,22.46
1,34.75074219703674,0,-50.86666666666667,22.47
1,35.36203384399414,0,-47.65,22.445
1,35.9829638004303,0,-25.166666666666668,22.435
1,36.59532952308655,0,-35.833333333333336,22.46
1,37.20766568183899,0,-54.78333333333333,22.43
1,37.84433603286743,0,-65.05,22.465
1,38.455810546875,0,-28.216666666666665,22.45
1,39.07558465003967,0,-61.75,22.475
1,39.686529874801636,0,-62.05,22.435
1,40.297882318496704,0,-33.88333333333333,22.455
1,40.91958427429199,0,-38.166666666666664,22.485
1,41.53150415420532,0,-47.75,22.445
1,42.152363538742065,0,-54.233333333333334,22.42
1,42.765334367752075,0,-50.46666666666667,22.475
1,43.40589618682861,0,-42.25,22.47
1,44.01794147491455,0,-21.65,22.44
1,44.62925100326538,0,-38.3,22.46
1,45.24991273880005,0,-39.75,22.455
1,45.861222982406616,0,-77.31666666666666,22.47
1,46.48309826850891,0,-59.86666666666667,22.49
1,47.09459042549133,0,-59.75,22.47
1,47.70578050613403,0,-51.416666666666664,22.47
1,48.33094143867493,0,-73.98333333333333,22.46
1,48.95668005943298,0,0.43333333333333335,22.46
1,49.59872913360596,0,-28.633333333333333,22.49
1,50.21079397201538,0,-59.8,22.505
1,50.83283042907715,0,-30.416666666666668,22.435
1,51.443827867507935,0,-84.08333333333333,22.435
1,52.06579566001892,0,-62.03333333333333,22.455
1,52.67725682258606,0,-32.65,22.475
1,53.299853563308716,0,-39.4,22.475
1,53.91102457046509,0,-16.683333333333334,22.455
1,54.535353660583496,0,-51.35,22.46
1,55.15985727310181,0,-59.266666666666666,22.455
1,55.808286905288696,0,-40.85,22.465
1,56.419573068618774,0,-50.13333333333333,22.475
1,57.04203653335571,0,-68.83333333333333,22.465
1,57.65332508087158,0,-68.85,22.485
1,58.276389598846436,0,-39.3,22.48
1,58.88736534118652,0,-56.71666666666667,22.475
1,59.49891471862793,0,-43.416666666666664,22.47
1,60.123080015182495,0,-62.833333333333336,22.465
1,60.73432660102844,0,-13.616666666666667,22.485
1,61.379785776138306,0,-47.61666666666667,22.43
1,61.991111755371094,0,-86.46666666666667,22.475
1,62.61524486541748,0,-26.75,22.47
1,63.22672247886658,0,-21.133333333333333,22.475
1,63.85137343406677,0,-66.23333333333333,22.495
1,64.46300411224365,0,-29.466666666666665,22.425
1,65.08704376220703,0,-14.75,22.47
1,65.69782614707947,0,-57.13333333333333,22.465
1,66.31034111976624,0,-58.65,22.445
1,66.95909643173218,0,-44.6,22.475
1,67.57042574882507,0,-47.766666666666666,22.485
1,68.19541692733765,0,-41.31666666666667,22.465
1,68.80651807785034,0,-31.533333333333335,22.475
1,69.41740107536316,0,-46.516666666666666,22.455
1,70.04230523109436,0,-67.35,22.48
1,70.65363097190857,0,-64.91666666666667,22.465
1,71.27956342697144,0,-58.766666666666666,22.465
1,71.89232611656189,0,-46.666666666666664,22.46
1,72.51576566696167,0,-65.88333333333334,22.465
1,73.16740393638611,0,-52.11666666666667,22.475
1,73.77918982505798,0,-37.516666666666666,22.48
1,74.40721940994263,0,-51.833333333333336,22.49
1,75.01902222633362,0,-66.88333333333334,22.465
1,75.63017749786377,0,-50.06666666666667,22.485
1,76.2549889087677,0,-34.25,22.475
1,76.86613702774048,0,-42.833333333333336,22.435
1,77.49186873435974,0,-70.5,22.475
1,78.10587978363037,0,-35.88333333333333,22.47
1,78.73062562942505,0,-22.0,22.515
1,79.38085746765137,0,-37.56666666666667,22.47
1,79.99229431152344,0,-66.73333333333333,22.49
1,80.61741781234741,0,-101.8,22.43
1,81.2284996509552,0,-38.05,22.465
1,81.85354971885681,0,-63.916666666666664,22.44
1,82.46484661102295,0,-26.25,22.45
1,83.09052610397339,0,-49.21666666666667,22.455
1,83.70168566703796,0,-64.81666666666666,22.455
1,84.31445050239563,0,-16.7,22.435
1,84.96369814872742,0,-60.016666666666666,22.48
1,85.57481169700623,0,-83.91666666666667,22.46
1,86.20019268989563,0,-3.1,22.435
1,86.81137776374817,0,-18.666666666666668,22.475
1,87.42233753204346,0,-73.83333333333333,22.475
1,88.04853320121765,0,-40.86666666666667,22.5
1,88.65981912612915,0,-85.05,22.485
1,89.28513288497925,0,-62.3,22.465
1,89.89866375923157,0,-66.63333333333334,22.45
1,90.52350878715515,0,-61.916666666666664,22.485
1,91.1737699508667,0,-11.2,22.44
1,91.78492569923401,0,-48.983333333333334,22.45
1,92.41026425361633,0,-59.4,22.475
1,93.02165675163269,0,-63.93333333333333,22.475
1,93.63269352912903,0,-38.05,22.42
1,94.2588038444519,0,-30.683333333333334,22.45
1,94.8703064918518,0,-7.783333333333333,22.48
1,95.49761509895325,0,-37.25,22.475
1,96.10987424850464,0,-89.93333333333334,22.51
1,96.7329683303833,0,-25.816666666666666,22.475
1,97.38272333145142,0,-41.983333333333334,22.455
1,97.9943835735321,0,-11.633333333333333,22.465
1,98.62037587165833,0,-22.65,22.48
1,99.23119902610779,0,-28.133333333333333,22.505
1,99.85666561126709,0,-19.433333333333334,22.475
1,100.46816444396973,0,-13.216666666666667,22.455
1,101.09367513656616,0,-11.583333333333334,22.46
1,101.7051134109497,0,-3.15,22.48
1,102.31795811653137,0,-5.933333333333334,22.48
1,102.9696090221405,0,-3.1333333333333333,22.455
1,103.58113026618958,0,-2.3833333333333333,22.48
1,104.20615792274475,0,-1.2166666666666666,22.47
1,104.81722235679626,0,-0.2,22.485
1,105.4282124042511,0,-1.7,22.47
1,106.05449891090393,0,-0.4166666666666667,22.49
1,106.66538643836975,0,-0.6166666666666667,22.495
1,107.29007148742676,0,-0.35,22.49
1,107.90280795097351,0,-0.11666666666666667,22.485
1,108.52621078491211,0,-0.4166666666666667,22.47
1,109.17558550834656,0,-0.3333333333333333,22.445
1,109.78678917884827,0,-0.26666666666666666,22.495
1,110.41298151016235,0,-0.6666666666666666,22.49
1,111.02520871162415,0,0.15,22.475
1,111.65057921409607,0,-0.11666666666666667,22.495
1,112.2623074054718,0,-0.5333333333333333,22.475
1,112.88778495788574,0,-0.3333333333333333,22.48
1,113.50048184394836,0,-0.2833333333333333,22.5
1,114.11394762992859,0,-0.36666666666666664,22.52
1,114.76236462593079,0,-0.4166666666666667,22.495
1,115.37921571731567,0,-0.5333333333333333,22.525
1,116.00343322753906,0,-0.55,22.47
1,116.61523294448853,0,-0.35,22.45
1,117.22667908668518,0,-0.5,22.48
1,117.85057187080383,0,0.03333333333333333,22.475
1,118.46240425109863,0,-0.48333333333333334,22.495
2,10.760528802871704,0,-62.56666666666667,22.455
2,11.372375726699829,0,-52.85,22.495
2,11.99293065071106,0,-39.1,22.515
2,12.604766845703125,0,-56.7,22.52
2,13.22173285484314,0,-29.133333333333333,22.565
2,13.841902017593384,0,-35.81666666666667,22.525
2,14.474581956863403,0,-49.61666666666667,22.54
2,15.08612060546875,0,-62.56666666666667,22.505
2,15.704344034194946,0,-51.5,22.54
2,16.31608486175537,0,-56.46666666666667,22.56
2,16.934433221817017,0,-40.95,22.57
2,17.546154260635376,0,-35.13333333333333,22.545
2,18.165619373321533,0,-23.216666666666665,22.54
2,18.777332544326782,0,-57.7,22.55
2,19.396899461746216,0,-45.916666666666664,22.54
2,20.020722150802612,0,-30.166666666666668,22.53
2,20.649771690368652,0,-53.88333333333333,22.565
2,21.26094889640808,0,-37.93333333333333,22.55
2,21.87846541404724,0,-15.366666666666667,22.58
2,22.49005126953125,0,-73.53333333333333,22.59
2,23.10176992416382,0,-31.383333333333333,22.54
2,23.719518661499023,0,-71.05,22.57
2,24.33106541633606,0,-41.2,22.56
2,24.950921058654785,0,-55.63333333333333,22.57
2,25.568015336990356,0,-45.85,22.56
2,26.205075979232788,0,-59.78333333333333,22.57
2,26.81644058227539,0,-59.68333333333333,22.58
2,27.427778244018555,0,-58.916666666666664,22.54
2,28.04944372177124,0,-54.4,22.565
2,28.662757396697998,0,-66.36666666666666,22.56
2,29.283714294433594,0,-44.68333333333333,22.565
2,29.89586639404297,0,-53.5,22.565
2,30.508023500442505,0,-59.43333333333333,22.55
2,31.131664752960205,0,-57.96666666666667,22.55
2,31.755112171173096,0,-33.516666666666666,22.58
2,32.38927984237671,0,-40.016666666666666,22.54
2,33.00061345100403,0,-67.38333333333334,22.58
2,33.621681690216064,0,-47.31666666666667,22.585
2,34.232993841171265,0,-46.416666666666664,22.575
2,34.85255694389343,0,-15.533333333333333,22.56
2,35.463786602020264,0,-71.41666666666667,22.6
2,36.0851194858551,0,-46.45,22.58
2,36.6973295211792,0,-38.21666666666667,22.555
2,37.311217308044434,0,-32.85,22.54
2,37.946398973464966,0,-41.61666666666667,22.585
2,38.55772638320923,0,-53.06666666666667,22.56
2,39.177409648895264,0,-51.96666666666667,22.58
2,39.78833794593811,0,-38.85,22.56
2,40.39970278739929,0,-43.43333333333333,22.555
2,41.02166390419006,0,-65.71666666666667,22.56
2,41.63364291191101,0,-37.03333333333333,22.58
2,42.25414752960205,0,-37.21666666666667,22.56
2,42.86930537223816,0,-30.533333333333335,22.56
2,43.5079824924469,0,-44.983333333333334,22.59
2,44.120007276535034,0,-61.56666666666667,22.56
2,44.73110485076904,0,-42.68333333333333,22.56
2,45.35188817977905,0,-29.666666666666668,22.565
2,45.96302151679993,0,-16.383333333333333,22.55
2,46.585206031799316,0,-33.333333333333336,22.6
2,47.196420192718506,0,-67.51666666666667,22.59
2,47.80763864517212,0,-36.916666666666664,22.585
2,48.435524702072144,0,-59.65,22.54
2,49.060657024383545,0,-47.35,22.565
2,49.70107316970825,0,-52.11666666666667,22.6
2,50.312649726867676,0,-49.666666666666664,22.58
2,50.934667110443115,0,-81.35,22.595
2,51.5457067489624,0,-33.46666666666667,22.55
2,52.16765880584717,0,-75.96666666666667,22.59
2,52.77914762496948,0,-34.166666666666664,22.565
2,53.40168285369873,0,-65.78333333333333,22.55
2,54.0129497051239,0,-31.083333333333332,22.555
2,54.639524936676025,0,-39.0,22.6
2,55.26362228393555,0,-42.61666666666667,22.55
2,55.910295248031616,0,-42.516666666666666,22.59
2,56.52139091491699,0,-55.46666666666667,22.58
2,57.14387631416321,0,-63.21666666666667,22.58
2,57.75527215003967,0,-35.75,22.625
2,58.37821626663208,0,-26.116666666666667,22.57
2,58.98919486999512,0,-58.85,22.555
2,59.60092091560364,0,-56.53333333333333,22.58
2,60.22501254081726,0,-51.516666666666666,22.585
2,60.83798050880432,0,-48.36666666666667,22.59
2,61.481733322143555,0,-40.916666666666664,22.585
2,62.093095779418945,0,-51.31666666666667,22.57
2,62.7170934677124,0,-60.0,22.555
2,63.32861375808716,0,-74.5,22.545
2,63.9535596370697,0,-29.6,22.56
2,64.56496453285217,0,-42.416666666666664,22.58
2,65.18891310691833,0,-39.333333333333336,22.605
2,65.79963994026184,0,-81.86666666666666,22.57
2,66.41419768333435,0,-57.1,22.61
2,67.06118035316467,0,-31.716666666666665,22.595
2,67.67232918739319,0,-58.45,22.6
2,68.297283411026,0,-57.06666666666667,22.56
2,68.90823602676392,0,-41.56666666666667,22.56
2,69.51929950714111,0,-32.333333333333336,22.555
2,70.14416885375977,0,-17.566666666666666,22.58
2,70.75541424751282,0,-75.76666666666667,22.58
2,71.38142418861389,0,-48.766666666666666,22.59
2,71.99617576599121,0,-62.266666666666666,22.56
2,72.61987948417664,0,-13.916666666666666,22.575
2,73.26951432228088,0,-57.78333333333333,22.575
2,73.88102293014526,0,-72.06666666666666,22.58
2,74.50924015045166,0,-54.4,22.58
2,75.12080502510071,0,-60.18333333333333,22.58
2,75.73196697235107,0,-64.33333333333333,22.58
2,76.35683917999268,0,-71.63333333333334,22.585
2,76.96786451339722,0,-55.95,22.58
2,77.59395217895508,0,-45.18333333333333,22.615
2,78.21007251739502,0,-95.38333333333334,22.565
2,78.8345034122467,0,-52.81666666666667,22.58
2,79.48284387588501,0,-76.68333333333334,22.58
2,80.09423971176147,0,-42.266666666666666,22.58
2,80.71923494338989,0,-69.35,22.565
2,81.3302218914032,0,-80.28333333333333,22.58
2,81.95533561706543,0,-60.4,22.595
2,82.56669354438782,0,-61.68333333333333,22.58
2,83.19248795509338,0,-49.6,22.58
2,83.80351758003235,0,-94.78333333333333,22.595
2,84.41831064224243,0,-83.88333333333334,22.575
2,85.06569981575012,0,-56.61666666666667,22.54
2,85.67674589157104,0,-73.51666666666667,22.58
2,86.30204391479492,0,-59.31666666666667,22.58
2,86.9130744934082,0,-62.56666666666667,22.595
2,87.52416801452637,0,-80.06666666666666,22.6
2,88.15048670768738,0,-100.38333333333334,22.585
2,88.7615954875946,0,-57.0,22.6
2,89.38723468780518,0,-92.53333333333333,22.575
2,90.00324964523315,0,-57.86666666666667,22.615
2,90.62761759757996,0,-66.36666666666666,22.56
2,91.27575469017029,0,-56.25,22.57
2,91.88671445846558,0,-67.4,22.57
2,92.51203489303589,0,-45.3,22.57
2,93.12353587150574,0,-81.01666666666667,22.57
2,93.73447036743164,0,-59.18333333333333,22.58
2,94.36065125465393,0,-52.35,22.56
2,94.97239685058594,0,-84.36666666666666,22.57
2,95.59952735900879,0,-66.2,22.56
2,96.21359872817993,0,-44.4,22.56
2,96.83687663078308,0,-41.233333333333334,22.61
2,97.4848153591156,0,-44.38333333333333,22.595
2,98.0964343547821,0,-32.983333333333334,22.575
2,98.72215867042542,0,-13.45,22.595
2,99.33294129371643,0,-24.65,22.56
2,99.95875644683838,0,-17.35,22.55
2,100.56989288330078,0,-16.166666666666668,22.585
2,101.19566130638123,0,-9.166666666666666,22.6
2,101.80697560310364,0,-9.2,22.58
2,102.42192912101746,0,-5.583333333333333,22.61
2,103.0716495513916,0,-2.6166666666666667,22.58
2,103.68303680419922,0,-2.4833333333333334,22.6
2,104.30805087089539,0,-1.9166666666666667,22.58
2,104.91917586326599,0,-1.6166666666666667,22.6
2,105.52998638153076,0,-1.2,22.58
2,106.15622305870056,0,-0.6833333333333333,22.615
2,106.76721096038818,0,-0.45,22.57
2,107.39178919792175,0,-0.7666666666666667,22.555
2,108.00657081604004,0,-0.5666666666666667,22.585
2,108.63019132614136,0,-0.5166666666666667,22.595
2,109.27757620811462,0,-0.55,22.605
2,109.88856983184814,0,-0.6,22.58
2,110.51500177383423,0,-0.8666666666666667,22.62
2,111.12706279754639,0,-0.9833333333333333,22.6
2,111.75250291824341,0,-0.5666666666666667,22.575
2,112.36424612998962,0,-0.5166666666666667,22.6
2,112.98972487449646,0,-0.55,22.6
2,113.60225367546082,0,-0.4166666666666667,22.58
2,114.21767616271973,0,-0.6833333333333333,22.565
2,114.8643491268158,0,-0.6,22.575
2,115.48101735115051,0,-0.5833333333333334,22.56
2,116.10535454750061,0,-0.5833333333333334,22.575
2,116.71708416938782,0,-0.36666666666666664,22.6
2,117.3285493850708,0,-0.5833333333333334,22.58
2,117.95231342315674,0,-0.5833333333333334,22.575
2,118.56416368484497,0,-0.6166666666666667,22.575
3,10.862743139266968,0,-27.966666666666665,22.445
3,11.474087476730347,0,-44.11666666666667,22.455
